CODLDR______	CODMAT______	LUNG	HALT	SPESS	MMQ____
"LR-01111"	"materialeB0"	428	2130	15	-10
"LR-01112"	"materialeB0"	428	2130	15	0
"LR-01113"	"materialeB0"	133	2130	15	-10
"LR-01114"	"materialeB0"	363	2130	15	0
"LR-01115"	"materialeB0"	296	2130	15	0
"LR-01116"	"materialeB0"	235	2130	15	0
"LR-01117"	"materialeB0"	128	2130	15	0
"LR-01118"	"materialeB0"	79	2130	15	0
"LR-01119"	"materialeB0"	216	2130	15	0
"LR-01120"	"materialeB0"	240	2130	15	0
"LR-01121"	"materialeB0"	48	2130	15	0
"LR-01122"	"materialeB0"	415	2130	15	0
"LR-01123"	"materialeB0"	453	2130	15	0
"LR-01124"	"materialeB0"	428	2130	15	-34
"LR-01125"	"materialeB0"	133	2130	15	0
"LR-01126"	"materialeB0"	438	2190	15	0
"LR-01127"	"materialeB0"	232	2190	15	0
"LR-01128"	"materialeB0"	380	2190	15	0
"LR-01129"	"materialeB0"	133	2190	15	0
"LR-01130"	"materialeB0"	284	2190	15	0
"LR-01131"	"materialeB0"	33	2190	15	0
"LR-01132"	"materialeB0"	20	2190	15	0
"LR-01133"	"materialeB0"	253	2190	15	0
"LR-01134"	"materialeB0"	496	2130	15	0
"LR-01135"	"materialeB0"	438	2130	15	0
"LR-01136"	"materialeB0"	232	2130	15	0
"LR-01137"	"materialeB0"	380	2130	15	0
"LR-01138"	"materialeB0"	133	2130	15	0
"LR-01139"	"materialeB0"	284	2130	15	0
"LR-01140"	"materialeB0"	33	2130	15	0
"LR-01141"	"materialeB0"	20	2130	15	0
"LR-01142"	"materialeB0"	253	2130	15	0
"LR-01143"	"materialeB0"	396	2190	15	0
"LR-01144"	"materialeB0"	90	2190	15	0
"LR-01145"	"materialeB0"	163	2190	15	0
"LR-01146"	"materialeB0"	563	2190	15	0
"LR-01147"	"materialeB0"	396	2130	15	0
"LR-01148"	"materialeB0"	90	2130	15	0
"LR-01149"	"materialeB0"	163	2130	15	0
"LR-01150"	"materialeB0"	563	2130	15	0
"LR-01151"	"materialeB0"	256	2190	15	0
"LR-01152"	"materialeB0"	381	2190	15	0
"LR-01153"	"materialeB0"	221	2190	15	0
"LR-01154"	"materialeB0"	73	2190	15	0
"LR-01155"	"materialeB0"	256	2130	15	0
"LR-01156"	"materialeB0"	381	2130	15	0
"LR-01157"	"materialeB0"	221	2130	15	0
"LR-01158"	"materialeB0"	73	2130	15	0
"LR-01159"	"materialeB0"	207	2190	15	0
"LR-01160"	"materialeB0"	443	2190	15	0
"LR-01161"	"materialeB0"	446	2190	15	0
"LR-01162"	"materialeB0"	353	2190	15	0
"LR-01163"	"materialeB0"	495	2190	15	0
"LR-01164"	"materialeB0"	343	2190	15	0
"LR-01165"	"materialeB0"	410	2190	15	0
"LR-01166"	"materialeB0"	470	2190	15	0
"LR-01167"	"materialeB0"	160	2190	15	0
"LR-01168"	"materialeB0"	147	2190	15	0
"LR-01169"	"materialeB0"	36	2190	15	0
"LR-01170"	"materialeB0"	313	2190	15	0
"LR-01171"	"materialeB0"	586	2130	15	0
"LR-01172"	"materialeB0"	134	2130	15	0
"LR-01173"	"materialeB0"	147	2130	15	0
"LR-01174"	"materialeB0"	36	2130	15	0
"LR-01175"	"materialeB0"	268	2130	15	0
"LR-01176"	"materialeB0"	343	2130	15	0
"LR-01177"	"materialeB0"	313	2130	15	0
"LR-01178"	"materialeB0"	531	2130	15	0
"LR-01179"	"materialeB0"	60	2130	15	0
"LR-01180"	"materialeB0"	117	2130	15	0
"LR-01181"	"materialeB0"	443	2130	15	0
"LR-01182"	"materialeB0"	38	2130	15	0
"LR-01183"	"materialeB0"	146	2130	15	0
"LR-01184"	"materialeB0"	271	2130	15	0
"LR-01185"	"materialeB0"	287	2130	15	0
"LR-01186"	"materialeB0"	395	2130	15	0
"LR-01187"	"materialeB0"	433	2130	15	0
"LR-01188"	"materialeB0"	160	2130	15	0
"LR-01189"	"materialeB0"	401	2190	15	0
"LR-01190"	"materialeB0"	151	2190	15	0
"LR-01191"	"materialeB0"	389	2190	15	0
"LR-01192"	"materialeB0"	358	2190	15	0
"LR-01193"	"materialeB0"	145	2190	15	0
"LR-01194"	"materialeB0"	78	2130	15	0
"LR-01195"	"materialeB0"	495	2130	15	0
"LR-01196"	"materialeB0"	55	2130	15	0
"LR-01197"	"materialeB0"	353	2130	15	0
"LR-01198"	"materialeB0"	423	2130	15	0
"LR-01199"	"materialeB0"	125	2130	15	0
"LR-01200"	"materialeB0"	461	2130	15	0
"LR-01201"	"materialeB0"	50	2130	15	0
"LR-01202"	"materialeB0"	460	2190	15	0
"LR-01203"	"materialeB0"	41	2190	15	0
"LR-01204"	"materialeB0"	283	2190	15	0
"LR-01205"	"materialeB0"	283	2130	15	0
"LR-01206"	"materialeB0"	41	2130	15	0
"LR-01207"	"materialeB0"	88	2130	15	0
"LR-01208"	"materialeB0"	460	2130	15	0
"LR-01209"	"materialeB0"	229	2130	15	0
"LR-01210"	"materialeB0"	68	2130	15	0
"LR-01211"	"materialeB0"	520	2130	15	0
"LR-01212"	"materialeB0"	511	2130	15	0
"LR-01213"	"materialeB0"	348	2190	15	0
"LR-01214"	"materialeB0"	420	2190	15	0
"LR-01215"	"materialeB0"	318	2190	15	0
"LR-01216"	"materialeB0"	81	2190	15	0
"LR-01217"	"materialeB0"	98	2190	15	0
"LR-01218"	"materialeB0"	160	2190	15	0
"LR-01219"	"materialeB0"	78	2190	15	0
"LR-01220"	"materialeB0"	340	2190	15	0
"LR-01221"	"materialeB0"	463	2190	15	0
"LR-01222"	"materialeB0"	472	2190	15	0
"LR-01223"	"materialeB0"	44	2190	15	0
"LR-01224"	"materialeB0"	153	2190	15	0
"LR-01225"	"materialeB0"	398	2190	15	0
"LR-01226"	"materialeB0"	257	2190	15	0
"LR-01227"	"materialeB0"	319	2190	15	0
"LR-01228"	"materialeB0"	152	2190	15	0
"LR-01229"	"materialeB0"	457	2190	15	0
"LR-01230"	"materialeB0"	323	2190	15	0
"LR-01231"	"materialeB0"	561	2190	15	0
"LR-01232"	"materialeB0"	414	2190	15	0
"LR-01233"	"materialeB0"	466	2190	15	0
"LR-01234"	"materialeB0"	716	178	15	0
"LR-01235"	"materialeB0"	234	2190	15	0
"LR-01236"	"materialeB0"	103	2190	15	0
"LR-01237"	"materialeB0"	158	2190	15	0
"LR-01238"	"materialeB0"	425	2190	15	0
"LR-01239"	"materialeB0"	125	2190	15	0
"LR-01240"	"materialeB0"	173	2190	15	0
"LR-01241"	"materialeB0"	158	2190	15	-10
"LR-01242"	"materialeB0"	365	2190	15	0
"LR-01243"	"materialeB0"	136	2190	15	0
"LR-01244"	"materialeB0"	51	2190	15	0
"LR-01245"	"materialeB0"	171	2190	15	0
"LR-01246"	"materialeB0"	330	2190	15	0
"LR-01247"	"materialeB0"	186	2190	15	0
"LR-01248"	"materialeB0"	529	2190	15	0
"LR-01249"	"materialeB0"	382	2190	15	0
"LR-01250"	"materialeB0"	367	2190	15	0
"LR-01251"	"materialeB0"	300	2190	15	0
"LR-01252"	"materialeB0"	178	2190	15	0
"LR-01253"	"materialeB0"	338	2190	15	0
"LR-01254"	"materialeB0"	309	2190	15	0
"LR-01255"	"materialeB0"	369	2190	15	0
"LR-01256"	"materialeB0"	66	2190	15	0
"LR-01257"	"materialeB0"	450	2190	15	0
"LR-01258"	"materialeB0"	556	353	15	0
"LR-01259"	"materialeB0"	356	2190	15	0
"LR-01260"	"materialeB0"	226	2190	15	0
"LR-01261"	"materialeB0"	413	2190	15	0
"LR-01262"	"materialeB0"	55	2190	15	0
"LR-01263"	"materialeB0"	456	2190	15	-10
"LR-01264"	"materialeB0"	456	2190	15	0
"LR-01265"	"materialeB0"	72	2190	15	0
"LR-01266"	"materialeB0"	231	2190	15	0
"LR-01267"	"materialeB0"	92	2190	15	0
"LR-01268"	"materialeB0"	132	2190	15	0
"LR-01269"	"materialeB0"	45	2190	15	0
"LR-01270"	"materialeB0"	162	2190	15	0
"LR-01271"	"materialeB0"	430	2190	15	0
"LR-01272"	"materialeB0"	174	2190	15	0
"LR-01273"	"materialeB0"	188	2190	15	0
"LR-01274"	"materialeB0"	133	2190	15	-34
"LR-01275"	"materialeB0"	38	2190	15	0
"LR-01276"	"materialeB0"	107	2190	15	0
"LR-01277"	"materialeB0"	183	2130	15	0
"LR-01278"	"materialeB0"	226	2130	15	0
"LR-01279"	"materialeB0"	413	2130	15	0
"LR-01280"	"materialeB0"	456	2130	15	-10
"LR-01281"	"materialeB0"	456	2130	15	0
"LR-01282"	"materialeB0"	72	2130	15	0
"LR-01283"	"materialeB0"	156	2130	15	0
"LR-01284"	"materialeB0"	123	2130	15	0
"LR-01285"	"materialeB0"	83	2130	15	0
"LR-01286"	"materialeB0"	556	293	15	0
"LR-01287"	"materialeB0"	63	2130	15	0
"LR-01288"	"materialeB0"	213	2130	15	0
"LR-01289"	"materialeB0"	87	2130	15	0
"LR-01290"	"materialeB0"	98	2130	15	0
"LR-01291"	"materialeB0"	127	2130	15	0
"LR-01292"	"materialeB0"	336	2130	15	0
"LR-01293"	"materialeB0"	135	2130	15	0
"LR-01294"	"materialeB0"	44	2130	15	0
"LR-01295"	"materialeB0"	183	2190	15	0
"LR-01296"	"materialeB0"	156	2190	15	0
"LR-01297"	"materialeB0"	238	2190	15	0
"LR-01298"	"materialeB0"	120	2190	15	0
"LR-01299"	"materialeB0"	339	2190	15	0
"LR-01300"	"materialeB0"	222	2190	15	0
"LR-01301"	"materialeB0"	172	2190	15	0
"LR-01302"	"materialeB0"	252	2190	15	0
"LR-01303"	"materialeB0"	359	2190	15	0
"LR-01304"	"materialeB0"	191	2190	15	0
"LR-01305"	"materialeB0"	134	2190	15	0
"LR-01306"	"materialeB0"	356	2130	15	0
"LR-01307"	"materialeB0"	231	2130	15	0
"LR-01308"	"materialeB0"	556	2190	15	0
"LR-01309"	"materialeB0"	556	2130	15	0
"LR-01310"	"materialeB0"	158	2190	15	0
"LR-01311"	"materialeB0"	696	385	15	0
"LR-01312"	"materialeB0"	418	2190	15	0
"LR-01313"	"materialeB0"	261	2190	15	0
"LR-01314"	"materialeB0"	108	2190	15	0
"LR-01315"	"materialeB0"	193	2190	15	0
"LR-01316"	"materialeB0"	581	2190	15	0
"LR-01317"	"materialeB0"	288	2190	15	0
"LR-01318"	"materialeB0"	263	2190	15	0
"LR-01319"	"materialeB0"	316	2190	15	0
"LR-01320"	"materialeB0"	295	2190	15	0
"LR-01321"	"materialeB0"	117	2190	15	0
"LR-01322"	"materialeB0"	63	2190	15	0
"LR-01323"	"materialeB0"	249	2190	15	0
"LR-01324"	"materialeB0"	270	2190	15	0
"LR-01325"	"materialeB0"	266	2210	15	0
"LR-01326"	"materialeB0"	148	2210	15	0
"LR-01327"	"materialeB0"	118	2210	15	0
"LR-01328"	"materialeB0"	596	2210	15	0
"LR-01329"	"materialeB0"	193	2210	15	0
"LR-01330"	"materialeB0"	536	2210	15	0
"LR-01331"	"materialeB0"	145	2210	15	0
"LR-01332"	"materialeB0"	376	2210	15	0
"LR-01333"	"materialeB0"	62	2210	15	0
"LR-01334"	"materialeB0"	475	2210	15	0
"LR-01335"	"materialeB0"	998	240	15	0
"LR-01336"	"materialeB0"	98	2210	15	0
"LR-01337"	"materialeB0"	296	2210	15	0
"LR-01338"	"materialeB0"	310	2210	15	0
"LR-01339"	"materialeB0"	128	2210	15	0
"LR-01340"	"materialeB0"	49	2210	15	0
"LR-01341"	"materialeB0"	384	2210	15	34
"LR-01342"	"materialeB0"	496	2210	15	0
"LR-01343"	"materialeB0"	58	2210	15	0
"LR-01344"	"materialeB0"	148	2210	15	42
"LR-01345"	"materialeB0"	446	2210	15	0
"LR-01346"	"materialeB0"	456	2210	15	0
"LR-01347"	"materialeB0"	126	2210	15	0
"LR-01348"	"materialeB0"	1498	175	15	0
"LR-01349"	"materialeB0"	58	2210	15	0
"LR-01350"	"materialeB0"	418	2210	15	0
"LR-01351"	"materialeB0"	570	2210	15	0
"LR-01352"	"materialeB0"	233	2210	15	0
"LR-01353"	"materialeB0"	123	2210	15	16
"LR-01354"	"materialeB0"	152	2210	15	0
"LR-01355"	"materialeB0"	250	2210	15	0
"LR-01356"	"materialeB0"	168	2210	15	0
"LR-01357"	"materialeB0"	428	2210	15	-6
"LR-01358"	"materialeB0"	120	2210	15	0
"LR-01359"	"materialeB0"	83	2210	15	0
"LR-01360"	"materialeB0"	68	2210	15	0
"LR-01361"	"materialeB0"	174	2210	15	0
"LR-01362"	"materialeB0"	237	2210	15	0
"LR-01363"	"materialeB0"	428	2210	15	34
"LR-01364"	"materialeB0"	168	2210	15	0
"LR-01365"	"materialeB0"	404	2210	15	0
"LR-01366"	"materialeB0"	179	2210	15	0
"LR-01367"	"materialeB0"	267	2210	15	-32
"LR-01368"	"materialeB0"	55	2210	15	0
"LR-01369"	"materialeB0"	228	2210	15	0
"LR-01370"	"materialeB0"	93	2210	15	0
"LR-01371"	"materialeB0"	443	2210	15	0
"LR-01372"	"materialeB0"	276	2210	15	0
"LR-01373"	"materialeB0"	196	2210	15	0
"LR-01374"	"materialeB0"	413	2210	15	0
"LR-01375"	"materialeB0"	576	2210	15	0
"LR-01376"	"materialeB0"	157	2210	15	0
"LR-01377"	"materialeB0"	586	2210	15	0
"LR-01378"	"materialeB0"	501	188	15	0
"LR-01379"	"materialeB0"	76	2210	15	0
"LR-01380"	"materialeB0"	87	2210	15	46
"LR-01381"	"materialeB0"	76	2210	15	0
"LR-01382"	"materialeB0"	200	2210	15	0
"LR-01383"	"materialeB0"	200	2210	15	-32
"LR-01384"	"materialeB0"	267	2210	15	0
"LR-01385"	"materialeB0"	311	2210	15	0
"LR-01386"	"materialeB0"	108	2210	15	0
"LR-01387"	"materialeB0"	87	2210	15	0
"LR-01388"	"materialeB0"	76	2210	15	46
"LR-01389"	"materialeB0"	302	2210	15	0
"LR-01390"	"materialeB0"	168	2210	15	0
"LR-01391"	"materialeB0"	213	2210	15	0
"LR-01392"	"materialeB0"	383	2210	15	0
"LR-01393"	"materialeB0"	168	2210	15	34
"LR-01394"	"materialeB0"	428	2210	15	0
"LR-01395"	"materialeB0"	381	2210	15	0
"LR-01396"	"materialeB0"	156	2210	15	0
"LR-01397"	"materialeB0"	97	2210	15	0
"LR-01398"	"materialeB0"	428	2210	15	0
"LR-01399"	"materialeB0"	168	2210	15	-6
"LR-01400"	"materialeB0"	361	2210	15	0
"LR-01401"	"materialeB0"	152	2210	15	16
"LR-01402"	"materialeB0"	123	2210	15	0
"LR-01403"	"materialeB0"	378	2210	15	0
"LR-01404"	"materialeB0"	58	2210	15	42
"LR-01405"	"materialeB0"	148	2210	15	0
"LR-01406"	"materialeB0"	384	2210	15	0
"LR-01407"	"materialeB0"	49	2210	15	34
"LR-01408"	"materialeB0"	326	2210	15	0
"LR-01409"	"materialeB0"	38	2210	15	0
"LR-01410"	"materialeB0"	239	2210	15	0
"LR-01411"	"materialeB0"	163	2210	15	0
"LR-01412"	"materialeB0"	556	358	15	0
"LR-01413"	"materialeB0"	556	1000	15	0
"LR-01414"	"materialeB0"	457	2180	15	0
"LR-01415"	"materialeB0"	175	2180	15	0
"LR-01416"	"materialeB0"	381	2180	15	0
"LR-01417"	"materialeB0"	18	2180	15	0
"LR-01418"	"materialeB0"	141	2180	15	-12
"LR-01419"	"materialeB0"	98	2180	15	0
"LR-01420"	"materialeB0"	361	2180	15	0
"LR-01421"	"materialeB0"	174	2180	15	0
"LR-01422"	"materialeB0"	224	2180	15	0
"LR-01423"	"materialeB0"	217	2180	15	0
"LR-01424"	"materialeB0"	141	2180	15	0
"LR-01425"	"materialeB0"	18	2180	15	-12
"LR-01426"	"materialeB0"	49	2180	15	0
"LR-01427"	"materialeB0"	490	2180	15	0
"LR-01428"	"materialeB0"	98	2180	15	-34
"LR-01429"	"materialeB0"	409	2180	15	0
"LR-01430"	"materialeB0"	412	2160	15	0
"LR-01431"	"materialeB0"	365	2180	15	0
"LR-01432"	"materialeB0"	50	2160	15	0
"LR-01433"	"materialeB0"	368	2160	15	0
"LR-01434"	"materialeB0"	228	2160	15	17
"LR-01435"	"materialeB0"	345	2160	15	0
"LR-01436"	"materialeB0"	251	2160	15	10
"LR-01437"	"materialeB0"	439	195	15	0
"LR-01438"	"materialeB0"	439	690	15	0
"LR-01439"	"materialeB0"	102	2160	15	6
"LR-01440"	"materialeB0"	98	2160	15	0
"LR-01441"	"materialeB0"	327	2160	15	0
"LR-01442"	"materialeB0"	269	2160	15	-32
"LR-01443"	"materialeB0"	201	2160	15	0
"LR-01444"	"materialeB0"	76	2160	15	-10
"LR-01445"	"materialeB0"	71	2160	15	0
"LR-01446"	"materialeB0"	133	2160	15	-10
"LR-01447"	"materialeB0"	76	2160	15	0
"LR-01448"	"materialeB0"	201	2160	15	-34
"LR-01449"	"materialeB0"	327	2160	15	-32
"LR-01450"	"materialeB0"	269	2160	15	0
"LR-01451"	"materialeB0"	170	2160	15	0
"LR-01452"	"materialeB0"	102	2160	15	0
"LR-01453"	"materialeB0"	98	2160	15	6
"LR-01454"	"materialeB0"	251	2160	15	0
"LR-01455"	"materialeB0"	345	2160	15	10
"LR-01456"	"materialeB0"	368	2160	15	17
"LR-01457"	"materialeB0"	228	2160	15	0
"LR-01458"	"materialeB0"	258	2160	15	0
"LR-01459"	"materialeB0"	328	2160	15	0
"LR-01460"	"materialeB0"	223	2160	15	0
"LR-01461"	"materialeB0"	448	2160	15	0
"LR-01462"	"materialeB0"	476	2160	15	0
"LR-01463"	"materialeB0"	501	205	15	0
"LR-01464"	"materialeB0"	501	985	15	0
"LR-01465"	"materialeB0"	48	2160	15	0
"LR-01466"	"materialeB0"	48	2160	15	13
"LR-01467"	"materialeB0"	349	2160	15	0
"LR-01468"	"materialeB0"	118	2160	15	32
"LR-01469"	"materialeB0"	217	2160	15	0
"LR-01470"	"materialeB0"	546	2160	15	0
"LR-01471"	"materialeB0"	115	2160	15	0
"LR-01472"	"materialeB0"	303	2160	15	32
"LR-01473"	"materialeB0"	108	2160	15	0
"LR-01474"	"materialeB0"	501	163	15	0
"LR-01475"	"materialeB0"	338	2160	15	0
"LR-01476"	"materialeB0"	73	2160	15	0
"LR-01477"	"materialeB0"	91	2160	15	13
"LR-01478"	"materialeB0"	483	2160	15	0
"LR-01479"	"materialeB0"	666	125	15	0
"LR-01480"	"materialeB0"	113	2160	15	0
"LR-01481"	"materialeB0"	513	2160	15	0
"LR-01482"	"materialeB0"	73	2160	15	13
"LR-01483"	"materialeB0"	91	2160	15	0
"LR-01484"	"materialeB0"	155	2160	15	0
"LR-01485"	"materialeB0"	95	2160	15	0
"LR-01486"	"materialeB0"	115	2160	15	32
"LR-01487"	"materialeB0"	303	2160	15	0
"LR-01488"	"materialeB0"	118	2160	15	0
"LR-01489"	"materialeB0"	217	2160	15	32
"LR-01490"	"materialeB0"	67	2160	15	0
"LR-01491"	"materialeB0"	144	2160	15	0
"LR-01492"	"materialeB0"	48	1950	15	0
"LR-01493"	"materialeB0"	48	1950	15	32
"LR-01494"	"materialeB0"	48	1950	15	-29
"LR-01495"	"materialeB0"	48	1950	15	0
"LR-01496"	"materialeB0"	408	1950	15	0
"LR-01497"	"materialeB0"	590	1950	15	0
"LR-01498"	"materialeB0"	333	1950	15	0
"LR-01499"	"materialeB0"	48	1950	15	0
"LR-01500"	"materialeB0"	63	1950	15	0
"LR-01501"	"materialeB0"	105	1950	15	-22
"LR-01502"	"materialeB0"	105	1950	15	0
"LR-01503"	"materialeB0"	92	1950	15	0
"LR-01504"	"materialeB0"	92	1950	15	22
"LR-01505"	"materialeB0"	261	1950	15	0
"LR-01506"	"materialeB0"	108	1950	15	0
"LR-01507"	"materialeB0"	123	1950	15	0
"LR-01508"	"materialeB0"	51	1950	15	0
"LR-01509"	"materialeB0"	51	1950	15	42
"LR-01510"	"materialeB0"	297	1950	15	0
"LR-01511"	"materialeB0"	385	1950	15	0
"LR-01512"	"materialeB0"	486	1950	15	0
"LR-01513"	"materialeB0"	536	2160	15	0
"LR-01514"	"materialeB0"	590	2160	15	0
"LR-01515"	"materialeB0"	91	2160	15	0
"LR-01516"	"materialeB0"	311	2160	15	0
"LR-01517"	"materialeB0"	119	2160	15	-22
"LR-01518"	"materialeB0"	119	2160	15	0
"LR-01519"	"materialeB0"	78	2160	15	22
"LR-01520"	"materialeB0"	78	2160	15	0
"LR-01521"	"materialeB0"	366	2160	15	0
"LR-01522"	"materialeB0"	478	2160	15	0
"LR-01523"	"materialeB0"	52	2160	15	-12
"LR-01524"	"materialeB0"	132	2160	15	0
"LR-01525"	"materialeB0"	63	2160	15	0
"LR-01526"	"materialeB0"	198	2160	15	0
"LR-01527"	"materialeB0"	234	2160	15	0
"LR-01528"	"materialeB0"	186	2160	15	12
"LR-01529"	"materialeB0"	184	2160	15	0
"LR-01530"	"materialeB0"	248	2160	15	-12
"LR-01531"	"materialeB0"	248	2160	15	0
"LR-01532"	"materialeB0"	38	2160	15	0
"LR-01533"	"materialeB0"	372	2160	15	12
"LR-01534"	"materialeB0"	245	2160	15	0
"LR-01535"	"materialeB0"	418	2160	15	13
"LR-01536"	"materialeB0"	178	2160	15	0
"LR-01537"	"materialeB0"	230	2160	15	0
"LR-01538"	"materialeB0"	220	2160	15	32
"LR-01539"	"materialeB0"	188	2160	15	0
"LR-01540"	"materialeB0"	222	2160	15	0
"LR-01541"	"materialeB0"	220	2160	15	0
"LR-01542"	"materialeB0"	230	2160	15	32
"LR-01543"	"materialeB0"	418	2160	15	0
"LR-01544"	"materialeB0"	178	2160	15	13
"LR-01545"	"materialeB0"	74	2160	15	0
"LR-01546"	"materialeB0"	39	2160	15	12
"LR-01547"	"materialeB0"	372	2160	15	0
"LR-01548"	"materialeB0"	186	2160	15	0
"LR-01549"	"materialeB0"	234	2160	15	12
"LR-01550"	"materialeB0"	384	2160	15	0
"LR-01551"	"materialeB0"	147	2160	15	0
"LR-01552"	"materialeB0"	52	2160	15	0
"LR-01553"	"materialeB0"	132	2160	15	-12
"LR-01554"	"materialeB0"	244	2160	15	0
"LR-01555"	"materialeB0"	203	2160	15	0
"LR-01556"	"materialeB0"	53	2160	15	0
"LR-01557"	"materialeB0"	218	2160	15	0
"LR-01558"	"materialeB0"	429	2160	15	0
"LR-01559"	"materialeB0"	182	2160	15	0
"LR-01560"	"materialeB0"	416	2160	15	0
"LR-01561"	"materialeB0"	395	2160	15	0
"LR-01562"	"materialeB0"	129	2160	15	0
"LR-01563"	"materialeB0"	397	2160	15	0
"LR-01564"	"materialeB0"	82	2160	15	0
"LR-01565"	"materialeB0"	229	2160	15	0
"LR-01566"	"materialeB0"	167	2160	15	0
"LR-01567"	"materialeB0"	195	2160	15	0
"LR-01568"	"materialeB0"	106	2160	15	0
"LR-01569"	"materialeB0"	87	2160	15	0
"LR-01570"	"materialeB0"	248	2160	15	0
"LR-01571"	"materialeB0"	105	2160	15	0
"LR-01572"	"materialeB0"	84	2160	15	0
"LR-01573"	"materialeB0"	140	2160	15	0
"LR-01574"	"materialeB0"	124	2160	15	0
"LR-01575"	"materialeB0"	275	2160	15	0
"LR-01576"	"materialeB0"	110	2160	15	0
"LR-01577"	"materialeB0"	89	2160	15	0
"LR-01578"	"materialeB0"	335	2160	15	0
"LR-01579"	"materialeB0"	215	2160	15	0
"LR-01580"	"materialeB0"	297	2160	15	0
"LR-01581"	"materialeB0"	123	2160	15	0
"LR-01582"	"materialeB0"	373	2160	15	0
"LR-01583"	"materialeB0"	337	2160	15	0
"LR-01584"	"materialeB0"	391	2160	15	0
"LR-01585"	"materialeB0"	98	2160	15	30
"LR-01586"	"materialeB0"	265	2160	15	15
"LR-01587"	"materialeB0"	331	2160	15	0
"LR-01588"	"materialeB0"	303	2160	15	0
"LR-01589"	"materialeB0"	293	2160	15	30
"LR-01590"	"materialeB0"	346	2160	15	0
"LR-01591"	"materialeB0"	250	2160	15	16
"LR-01592"	"materialeB0"	213	2160	15	0
"LR-01593"	"materialeB0"	486	2190	15	0
"LR-01594"	"materialeB0"	335	2190	15	0
"LR-01595"	"materialeB0"	268	2190	15	0
"LR-01596"	"materialeB0"	383	2190	15	0
"LR-01597"	"materialeB0"	181	2190	15	0
"LR-01598"	"materialeB0"	458	2190	15	0
"LR-01599"	"materialeB0"	260	2190	15	0
"LR-01600"	"materialeB0"	347	2190	15	0
"LR-01601"	"materialeB0"	53	2190	15	0
"LR-01602"	"materialeB0"	345	2190	15	0
"LR-01603"	"materialeB0"	181	2160	15	0
"LR-01604"	"materialeB0"	61	2160	15	0
"LR-01605"	"materialeB0"	329	2160	15	0
"LR-01606"	"materialeB0"	56	2160	15	0
"LR-01607"	"materialeB0"	111	2160	15	0
"LR-01608"	"materialeB0"	393	2160	15	0
"LR-01609"	"materialeB0"	219	2160	15	0
"LR-01610"	"materialeB0"	696	180	15	0
"LR-01611"	"materialeB0"	403	2160	15	0
"LR-01612"	"materialeB0"	406	2160	15	0
"LR-01613"	"materialeB0"	80	2160	15	0
"LR-01614"	"materialeB0"	286	2160	15	0
"LR-01615"	"materialeB0"	164	2160	15	0
"LR-01616"	"materialeB0"	447	2160	15	0
"LR-01617"	"materialeB0"	102	2160	15	0
"LR-01618"	"materialeB0"	127	2160	15	0
"LR-01619"	"materialeB0"	214	2160	15	0
"LR-01620"	"materialeB0"	94	2160	15	0
"LR-01621"	"materialeB0"	417	2160	15	0
"LR-01622"	"materialeB0"	459	2160	15	0
"LR-01623"	"materialeB0"	333	2160	15	0
"LR-01624"	"materialeB0"	154	2160	15	0
"LR-01625"	"materialeB0"	64	2160	15	0
"LR-01626"	"materialeB0"	287	2160	15	0
"LR-01627"	"materialeB0"	60	2160	15	0
"LR-01628"	"materialeB0"	268	2160	15	0
"LR-01629"	"materialeB0"	180	2160	15	0
"LR-01630"	"materialeB0"	291	2160	15	0
"LR-01631"	"materialeB0"	320	2160	15	0
"LR-01632"	"materialeB0"	321	2160	15	0
"LR-01633"	"materialeB0"	57	2160	15	0
"LR-01634"	"materialeB0"	199	2160	15	0
"LR-01635"	"materialeB0"	169	2160	15	0
"LR-01636"	"materialeB0"	302	2160	15	0
"LR-01637"	"materialeB0"	62	2160	15	0
"LR-01638"	"materialeB0"	289	2160	15	0
"LR-01639"	"materialeB0"	411	2160	15	0
"LR-01640"	"materialeB0"	566	2160	15	0
"LR-01641"	"materialeB0"	383	2160	15	0
"LR-01642"	"materialeB0"	209	2160	15	0
"LR-01643"	"materialeB0"	279	2160	15	0
"LR-01644"	"materialeB0"	503	2160	15	0
"LR-01645"	"materialeB0"	52	2160	15	0
"LR-01646"	"materialeB0"	130	2160	15	0
"LR-01647"	"materialeB0"	175	2160	15	0
"LR-01648"	"materialeB0"	260	2160	15	0
"LR-01649"	"materialeB0"	285	2160	15	0
"LR-01650"	"materialeB0"	303	2160	15	0
"LR-01651"	"materialeB0"	196	2160	15	0
"LR-01652"	"materialeB0"	187	2160	15	0
"LR-01653"	"materialeB0"	246	2160	15	0
"LR-01654"	"materialeB0"	394	2160	15	0
"LR-01655"	"materialeB0"	131	2160	15	0
"LR-01656"	"materialeB0"	5	2160	15	0
"LR-01657"	"materialeB0"	341	2160	15	0
"LR-01658"	"materialeB0"	504	2160	15	0
"LR-01659"	"materialeB0"	122	2160	15	0
"LR-01660"	"materialeB0"	465	2160	15	0
"LR-01661"	"materialeB0"	1196	343	15	0
"LR-01662"	"materialeB0"	1196	280	15	0
"LR-01663"	"materialeB0"	328	2190	15	0
"LR-01664"	"materialeB0"	50	2190	15	0
"LR-01665"	"materialeB0"	258	2190	15	0
"LR-01666"	"materialeB0"	228	2190	15	17
"LR-01667"	"materialeB0"	368	2190	15	0
"LR-01668"	"materialeB0"	251	2190	15	10
