CODPAN______	DESCRIZIONE	LUNG1	LUNG2	SPESS	HALT	ANG	FINITURA______	FORI 	___	RIGHE	TIPO	UM__
"LM-00532"	"Angolo"	93	48	28	2180	176	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00533"	"Pannello"	400	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00534"	"Angolo"	313	104	28	2180	150	"2180"	"No"	"_"	1	"STD"	"Nr"
"LM-00535"	"Angolo"	155	313	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00536"	"Angolo"	52	284	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00537"	"Angolo"	104	250	28	2180	153	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00538"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00539"	"Angolo"	250	104	28	2180	153	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00540"	"Pannello"	590	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00541"	"Angolo"	284	52	28	2180	90	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00542"	"Angolo"	313	155	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00543"	"Angolo"	104	313	28	2180	150	"2180"	"No"	"_"	1	"STD"	"Nr"
"LM-00544"	"Pannello"	400	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00545"	"Angolo"	48	93	28	2180	176	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00546"	"Angolo"	482	118	28	2180	151	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00547"	"Angolo"	470	130	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00548"	"Angolo"	387	213	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00549"	"Angolo"	117	41	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00550"	"Angolo"	158	432	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00551"	"Angolo"	227	133	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00552"	"Angolo"	133	30	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00553"	"Angolo"	142	189	28	2180	85	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00554"	"Angolo"	350	142	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00555"	"Pannello"	135	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00556"	"Pannello"	65	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00557"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00558"	"Angolo"	110	45	28	2180	107	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00559"	"Pannello"	450	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00560"	"Pannello"	70	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00561"	"Pannello"	345	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00562"	"Pannello"	292	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00563"	"Angolo"	510	50	28	2180	144	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00564"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00565"	"Angolo"	230	370	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00566"	"Pannello"	520	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00567"	"Pannello"	130	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00568"	"Pannello"	466	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00569"	"Pannello"	470	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00570"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00571"	"Angolo"	240	360	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00572"	"Angolo"	180	158	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00573"	"Angolo"	40	90	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00574"	"Pannello"	292	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00575"	"Pannello"	290	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00576"	"Pannello"	344	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00577"	"Angolo"	550	50	28	2180	144	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00578"	"Angolo"	230	330	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00579"	"Pannello"	90	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00580"	"Angolo"	140	158	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00581"	"Pannello"	439	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00582"	"Angolo"	193	180	28	2180	102	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00583"	"Angolo"	74	158	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00584"	"Pannello"	248	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00585"	"Angolo"	65	440	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00586"	"Angolo"	210	65	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00587"	"Angolo"	542	50	28	2180	144	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00588"	"Pannello"	294	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00589"	"Pannello"	420	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00590"	"Pannello"	540	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00591"	"Pannello"	170	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00592"	"Angolo"	240	350	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00593"	"Angolo"	350	50	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00594"	"Angolo"	350	250	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00595"	"Pannello"	545	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00596"	"Pannello"	230	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00597"	"Angolo"	300	50	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00598"	"Pannello"	525	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00599"	"Pannello"	70	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00600"	"Pannello"	526	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00601"	"Angolo"	352	248	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00602"	"Pannello"	520	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00603"	"Pannello"	265	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00604"	"Pannello"	513	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00605"	"Angolo"	158	175	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00606"	"Pannello"	430	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00607"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00608"	"Pannello"	570	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00609"	"Angolo"	360	175	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00610"	"Pannello"	340	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00611"	"Pannello"	265	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00612"	"Angolo"	175	360	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00613"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00614"	"Pannello"	570	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00615"	"Angolo"	227	292	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00616"	"Pannello"	590	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00617"	"Pannello"	430	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00618"	"Angolo"	175	158	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00619"	"Pannello"	513	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00620"	"Pannello"	520	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00621"	"Angolo"	248	352	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00622"	"Pannello"	293	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00623"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00624"	"Angolo"	92	248	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00625"	"Angolo"	158	155	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00626"	"Pannello"	468	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00627"	"Pannello"	468	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00628"	"Angolo"	155	158	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00629"	"Angolo"	248	92	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00630"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00631"	"Pannello"	293	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00632"	"Pannello"	245	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00633"	"Pannello"	245	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00634"	"Angolo"	211	158	28	2180	270	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00635"	"Angolo"	68	136	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00636"	"Angolo"	130	60	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00637"	"Pannello"	350	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00638"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00639"	"Angolo"	59	353	28	2180	152	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00640"	"Pannello"	450	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00641"	"Angolo"	316	284	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00642"	"Angolo"	220	66	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00643"	"Angolo"	300	300	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00644"	"Angolo"	50	237	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00645"	"Pannello"	590	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00646"	"Angolo"	373	227	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00647"	"Angolo"	50	396	28	2180	170	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00648"	"Angolo"	124	49	28	2180	128	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00649"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00650"	"Angolo"	350	250	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00651"	"Angolo"	52	100	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00652"	"Pannello"	540	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00653"	"Pannello"	540	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00654"	"Angolo"	100	52	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00655"	"Angolo"	250	350	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00656"	"Angolo"	49	124	28	2180	128	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00657"	"Angolo"	396	50	28	2180	170	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00658"	"Angolo"	227	373	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00659"	"Pannello"	590	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00660"	"Angolo"	237	50	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00661"	"Angolo"	66	220	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00662"	"Angolo"	284	316	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00663"	"Angolo"	353	59	28	2180	152	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00664"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00665"	"Angolo"	60	130	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00666"	"Angolo"	136	68	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00667"	"Angolo"	158	211	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00668"	"Angolo"	348	60	28	2180	264	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00669"	"Angolo"	54	239	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00670"	"Pannello"	240	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00671"	"Angolo"	100	40	28	2180	107	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00672"	"Angolo"	65	302	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00673"	"Angolo"	252	348	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00674"	"Pannello"	115	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00675"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00676"	"Pannello"	400	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00677"	"Angolo"	65	312	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00678"	"Angolo"	242	348	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00679"	"Angolo"	65	358	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00680"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00681"	"Pannello"	401	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00682"	"Pannello"	100	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00683"	"Angolo"	65	238	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00684"	"Angolo"	161	40	28	2180	107	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00685"	"Angolo"	53	67	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00686"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00687"	"Pannello"	307	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00688"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00689"	"Angolo"	167	356	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00690"	"Angolo"	330	135	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00691"	"Pannello"	400	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00692"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00693"	"Angolo"	170	430	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00694"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00695"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00696"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00697"	"Angolo"	79	360	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00698"	"Angolo"	360	79	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00699"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00700"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00701"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00702"	"Angolo"	430	170	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00703"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00704"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00705"	"Angolo"	135	330	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00706"	"Angolo"	356	167	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00707"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00708"	"Pannello"	307	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00709"	"Angolo"	67	53	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00710"	"Angolo"	175	158	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00711"	"Angolo"	53	67	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00712"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00713"	"Pannello"	307	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00714"	"Pannello"	590	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00715"	"Angolo"	227	373	28	2115	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00716"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00717"	"Angolo"	167	356	28	2115	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00718"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00719"	"Angolo"	330	135	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00720"	"Pannello"	400	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00721"	"Pannello"	600	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00722"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00723"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00724"	"Angolo"	170	430	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00725"	"Pannello"	300	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00726"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00727"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00728"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00729"	"Angolo"	79	360	28	2115	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00730"	"Angolo"	360	79	28	2115	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00731"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00732"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00733"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00734"	"Angolo"	430	170	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00735"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00736"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00737"	"Angolo"	135	330	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00738"	"Angolo"	356	167	28	2115	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00739"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00740"	"Angolo"	373	227	28	2115	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00741"	"Pannello"	590	0	28	2115	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00742"	"Pannello"	307	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00743"	"Angolo"	67	53	28	2115	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00744"	"Angolo"	158	175	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00745"	"Angolo"	168	55	28	2180	203	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00746"	"Angolo"	177	168	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00747"	"Angolo"	92	508	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00748"	"Angolo"	49	115	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00749"	"Pannello"	400	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00750"	"Angolo"	399	201	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00751"	"Angolo"	80	520	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00752"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00753"	"Angolo"	120	105	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00754"	"Pannello"	590	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00755"	"Pannello"	570	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00756"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00757"	"Angolo"	430	160	28	2180	270	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00758"	"Angolo"	374	140	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00759"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00760"	"Pannello"	257	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00761"	"Angolo"	60	430	28	2180	247	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00762"	"Pannello"	257	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00763"	"Pannello"	590	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00764"	"Angolo"	430	60	28	2180	247	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00765"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00766"	"Angolo"	140	374	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00767"	"Angolo"	160	430	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00768"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00769"	"Pannello"	570	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00770"	"Angolo"	105	120	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00771"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00772"	"Angolo"	520	80	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00773"	"Angolo"	201	399	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00774"	"Pannello"	400	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00775"	"Angolo"	115	49	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00776"	"Angolo"	508	92	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00777"	"Angolo"	168	177	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00778"	"Angolo"	55	168	28	2180	203	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00779"	"Angolo"	277	248	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00780"	"Angolo"	53	255	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00781"	"Angolo"	285	52	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00782"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00783"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00784"	"Angolo"	360	185	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00785"	"Angolo"	153	180	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00786"	"Angolo"	180	153	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00787"	"Angolo"	185	360	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00788"	"Angolo"	52	285	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00789"	"Angolo"	255	53	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00790"	"Angolo"	248	277	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00791"	"Angolo"	53	255	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00792"	"Angolo"	255	53	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00793"	"Angolo"	43	255	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00794"	"Angolo"	285	42	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00795"	"Angolo"	340	185	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00796"	"Angolo"	185	340	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00797"	"Angolo"	42	285	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00798"	"Angolo"	255	43	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00799"	"Angolo"	350	100	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00800"	"Angolo"	55	240	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00801"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
